"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"3042","Nemat Ma","False",2021-01-09," Khamenei’s Red Crescent announced a ban on the import of 150,000 ","['PfizerBioNTech', 'vaccines']","2",0,0,-0.5574,0,0.265,0.735,0,"LOW","NEG",28
"3043","Jane of Stay Home and Wear a Forking Mask!","False",2021-01-09,"Got my second jab!! ","['PfizerBioNTech', 'VaccinesSaveLives', 'CovidVaccine']","2",0,3,0,0,0,1,0.75,"LOW","NEU",28
"3044","Nemat Ma","False",2021-01-09,". Khamenei’s ban on the purchase of is a… ","['Iran', 'PfizerBioNTech', 'COVIDvaccines']","2",0,0,-0.5574,0,0.31,0.69,0,"LOW","NEG",28
"3045","Vanessa Richardson","False",2021-01-09,"It has been 26 hours since my 2nd COVID-19 Pfizer vaccination. My arm was extremely sore and I woke up this morning… ","","1",0,2,-0.4201,0,0.117,0.883,0.5,"LOW","NEG",28
"3046","#stayathome Andrea Parkin RN ANP MSc NMP 💙","False",2021-01-09,"Now to familiarise myself with Astra Zeneca vaccine before the mammoth week ahead ..It is so good to protect people… ","","1",1,16,0.7653,0.268,0,0.732,4.75,"AVG","POS",28
"3047","Sofiane❄","False",2021-01-17,"_ Had You Been Affected by Covid ? ","['Covid_19', 'PfizerBioNTech', 'DictatureSanitaire', 'كورونا', 'Pfizer', 'COVID19', 'Vaccin', 'vaccinationCovid']","3",0,2,-0.1531,0,0.186,0.814,0.5,"LOW","NEG",36
"3048","kristingreenwood","False",2021-01-16,"Norway 29 people dead they had the . has 10 deaths after having had the vaccine. When they… ","['PfizerVaccine', 'Germany']","2",0,2,-0.6486,0,0.202,0.798,0.5,"LOW","NEG",35
"3049","The Tennessee Conservative","False",2021-01-15,"CDC Publishes Fact Sheets &amp; Info About COVID Vaccine, Including List Of People Who Should Not Take It / Texas Has A… ","","1",0,0,0,0,0,1,0,"LOW","NEU",34
"3050","ColdWarGamer","False",2021-01-14,"Quick question not warzone related. I am currently shielding and off work but today had my first vaccine dose, does… ","","1",0,0,0,0,0,1,0,"LOW","NEU",33
"3051","Lehlohonolo GoldenMirror Manthata🐐","False",2021-01-12,"Did you know that most of these Covid19 Vaccine Criticism are coming from Influencers who are hoping to get paid to… ","","1",1,3,-0.0258,0.113,0.117,0.769,1.5,"AVG","NEU",31
"3052","Khaleej Times","True",2021-01-11,"Watch: offers protection against ","['PfizerBioNTech', 'vaccine', 'newcovidstrain', 'COVID19', 'CoronavirusStrain']","3",0,6,0,0,0,1,1.5,"AVG","NEU",30
"3053","Custer","False",2021-01-11,"First dose done! ","['PfizerBioNTech']","1",0,13,0,0,0,1,3.25,"AVG","NEU",30
"3054","Edward J. Chang","False",2021-01-11,"Feeling extremely grateful, lucky, and optimistic to have received my first vaccine. Wishing everyo… ","['PfizerBioNTech']","1",0,1,0.8771,0.573,0,0.427,0.25,"LOW","POS",30
"3055","Emir Ahmedi","False",2021-01-11,"The vaccines (although there’s one German-American vaccine as well) used a new technology named “ t… ","['American', 'mRNA']","2",0,0,0.2732,0.123,0,0.877,0,"LOW","POS",30
"3056","kambiz mahmoudpour - مسول انجمن آزادی ادیان","False",2021-01-11," Death Toll Exceeds199,300 . Red Crescent announced a ban on importing15… ","['Iran', 'Coronavirus']","2",0,0,-0.8176,0,0.455,0.545,0,"LOW","NEG",30
"3057","Tracey Muhammad","False",2021-01-11," 4/4 ""Both Pfizer and Moderna a… ","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']","3",0,0,0,0,0,1,0,"LOW","NEU",30
"3058","Tracey Muhammad","False",2021-01-11," 3/4 ""This Pentagon-run operati… ","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']","3",0,0,0,0,0,1,0,"LOW","NEU",30
"3059","Tracey Muhammad","False",2021-01-11," (2/4) ""According to its organ… ","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']","3",1,0,0,0,0,1,0.75,"LOW","NEU",30
"3060","Tracey Muhammad","False",2021-01-11," (1/4) ""Operation Warp Speed… ","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']","3",2,0,0,0,0,1,1.5,"AVG","NEU",30
"3061","Canadian Advocacy Centre 4 Health Safety & Justice","False",2021-01-11," Vaccine Update for - 5,052 'Health Impact Events' in the first 5 days of… ","['COVID19', 'PfizerBioNTech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",30
"3062","Dr. Fun","False",2021-01-11,"Dr Fun's I Feel Good - My effort at a PSA, please share so we can get on with 2021! ","['COVID19', 'PfizerCovidVaccine']","2",1,2,0.7712,0.312,0,0.688,1.25,"AVG","POS",30
"3063","Rest of the Dream","False",2021-01-11," I got dose Friday. Have to admit I feel as though it kinda makes us nurses superheroes 💉🦠 ","['COVIDkiller']","1",0,2,0.2023,0.091,0,0.909,0.5,"LOW","POS",30
"3064","michelle stone","False",2021-01-10,"Feeling very privileged to have had my first covid vaccine today. ","['COVIDVaccination', 'PfizerBioNTech']","2",0,0,0.5709,0.343,0,0.657,0,"LOW","POS",29
"3065","Khalil Khani","False",2021-01-10," Death Toll Exceeds199,300 . Red Crescent announced a ban on importing15… ","['Iran', 'Coronavirus']","2",1,1,-0.8176,0,0.455,0.545,1,"LOW","NEG",29
"3066","Heena Panchal, MD, DAFBM, DABPN","False",2021-01-10,"Completed my 2 shot COVID19 vaccination series today. No reactions, doing well 💪 Grateful to the scientists and my… ","","1",1,6,0.4404,0.21,0.091,0.7,2.25,"AVG","POS",29
"3067","Lauren 💕🏒","False",2021-01-10,"Feeling honoured to have been able to have this today.! Well worth the sore arm.. Just gotta wait for dose number 2… ","","1",0,12,0.6996,0.357,0.087,0.556,3,"AVG","POS",29
"3068","Amrita","False",2021-01-10,"First vaccine dose ✅ ","['GetVaccinated', 'PfizerBioNTech', 'COVID19']","2",0,1,0,0,0,1,0.25,"LOW","NEU",29
"3069","Zeze Baydoun 🇱🇧🇺🇸","False",2021-01-10,"The Lebanese Government keeps postposing their promise to sign a agreement. Our people are… ","['PfizerBioNTech', 'vaccine']","2",0,0,0.6705,0.314,0,0.686,0,"LOW","POS",29
"3070","trade_invest","False",2021-01-10," connected with ","['markofthebeast', 'vaccinations', 'VaccineStrategy', 'PfizerBioNTech', 'AstraZeneca', 'ZaidHamid', 'xrp']","3",0,1,0,0,0,1,0.25,"LOW","NEU",29
"3071","Rebecca Wiseman","False",2021-01-10," Brilliant Hilary! What a record number today! What a team! A figure to build on for tomorrow....… ","","1",1,2,0.7163,0.285,0,0.715,1.25,"AVG","POS",29
"3072","Kavin Arasar, MD","False",2021-01-10,"2nd dose ✅ but it was a beast! Temp of 102F overnight but nothing 1000mg of Tylenol and sleeping for 12 hrs can’t… ","","1",0,6,0,0,0,1,1.5,"AVG","NEU",29
"3073","Mariam","False",2021-01-10,"When you get the Pfizer-BioNTech vaccine but the next day your arm feels like it was run over by an armored tank...… ","","1",0,1,0.5023,0.134,0,0.866,0.25,"LOW","POS",29
"3074","Gary Lienhart DO","False",2021-01-10,"2021 is looking quit special! Completed the second vaccine this week and now this beautifu… ","['COVID19', 'PfizerBioNTech']","2",0,5,0.4574,0.176,0,0.824,1.25,"AVG","POS",29
"3075","Harlori K. Bains, M.D.","False",2021-01-10,"Dose 2 of was nearly 24 hours ago, and the only symptom I’ve experienced is a sor… ","['PfizerBioNTech', 'COVIDVaccination']","2",0,1,0,0,0,1,0.25,"LOW","NEU",29
"3076","Erick Martínez Juárez","False",2021-01-10,"Privileged to receive dose 1 of vaccine. Thankful for the people &amp; science behind it. Hope it reach… ","['PfizerBioNTech']","1",1,36,0.8591,0.388,0,0.612,9.75,"AVG","POS",29
"3077","Ken J Haley","False",2021-01-10," single dos… ","","1",0,0,0,0,0,1,0,"LOW","NEU",29
"3078","Paul Kelly","False",2021-01-10,"This is not un-cap and shoot folks, great description here ","['COVID19', 'vaccine', 'PfizerBioNTech']","2",4,14,0.7299,0.434,0,0.566,6.5,"AVG","POS",29
"3079","#NurseLife/HelloMyNameIs...💙","False",2021-01-10,"Great uptake at our clinics this week with the vacc and now we are able to use… ","['COVIDVaccination', 'PfizerBioNTech']","2",0,1,0.6249,0.204,0,0.796,0.25,"LOW","POS",29
"3080","Angie Donaldson","False",2021-01-10,"First vaccine done 😁💪💉 2days ago, feel absolutely fine ","['PfizerBioNTech', 'vaccinated']","2",0,1,0.624,0.267,0,0.733,0.25,"LOW","POS",29
"3081","Sascha Mullen","False",2021-01-10,"Really privileged that I’ve been offered and had my first vaccination this evening. Back i… ","['PfizerBioNTech', 'COVID19']","2",1,35,0.4927,0.186,0,0.814,9.5,"AVG","POS",29
"3082","Colleen O'Neill","False",2021-01-10,"Was due my second Pfizer/BioNTech vaccine tomorrow but been rescheduled to 18th Feb. Hopefully can avoid the virus… ","","1",0,0,0.1901,0.159,0.125,0.716,0,"LOW","POS",29
"3083","Laura Power💙 #BLM #WearAMask #COVIDvaccinated","False",2021-01-10,"I know how incredibly lucky I am now thatI’ve had both doses. Amazing work being done… ","['covidvaccine', 'PfizerBioNTech']","2",1,6,0.7841,0.33,0,0.67,2.25,"AVG","POS",29
"3084","Sherry","False",2021-01-10," Be glad you aren’t. The government lied to and are not adhering to schedule of dos… ","['HCW']","1",0,0,0.1027,0.153,0.133,0.714,0,"LOW","POS",29
"3085","Nemat Ma","False",2021-01-10," Death Toll Exceeds199,300 . Red Crescent announced a ban on importing15… ","['Iran', 'Coronavirus']","2",0,0,-0.8176,0,0.455,0.545,0,"LOW","NEG",29
"3086","Dr.Krutika Kuppalli","True",2021-01-10,"4. The ultra cold chain storage of the requires careful planning so doses are not wasted.… ","['PfizerBioNTech', 'vaccine']","2",1,10,0.1531,0.096,0,0.904,3.25,"AVG","POS",29
"3087","Ada Schmidtkunz","False",2021-01-10,"I do not understand why the second jab of the is given after 3 WEEKS to people in the ","['PfizerBioNTech', 'vaccine', 'UK']","2",0,0,0,0,0,1,0,"LOW","NEU",29
"3088","Sherry","False",2021-01-10," asked us to follow guidelines since the beginning of this pandemic &amp; now t… ","['bonniehenry']","1",0,0,0,0,0,1,0,"LOW","NEU",29
"3089","Tim Deer","False",2021-01-10,"36 hours post COVID-19 Pfizer Vaccine 2. Ran 10 miles of Trails no fever, chills, or aches. Feeling great and bles… ","","1",0,36,0.34,0.209,0.157,0.634,9,"AVG","POS",29
"3090","Duke Pediatric Urology","False",2021-01-10,"Friends give friends mRNA! 🦠💉 Our own vaccinating our own - teamwork makes the immune system wo… ","","1",1,7,0.8268,0.367,0,0.633,2.5,"AVG","POS",29
"3091","MimiMD83","False",2021-01-10,"Getting dose 2 today! Thank you to the nurses and pharmacists who are working overtime on a Sunday for this🙏🏽… ","","1",0,3,0.4199,0.104,0,0.896,0.75,"LOW","POS",29
"3092","Naif Alruwaili نايف الرويلي","False",2021-01-10,"I just got the vaccine’s 1st shot. ","['PfizerBioNTech', 'StopTheSpread', 'CovidVaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",29
"3093","Vivienne Meljen, MD","False",2021-01-10,"This miracle of science. Thank you! 2nd shot. ","['vaxxie', 'vaxxed', 'gratitude', 'pfizer', 'phuckcovid', 'COVID19']","3",3,32,0.7644,0.524,0,0.476,10.25,"HIGH","POS",29
"3094","shadi asadian","False",2021-01-10," Death Toll Exceeds199,300 . Red Crescent announced a ban on importing15… ","['Iran', 'Coronavirus']","2",1,0,-0.8176,0,0.455,0.545,0.75,"LOW","NEG",29
"3095","Amy Kerstein","False",2021-01-10," 10minute on the key stuff to know before you have the or ja… ","['COVIDVaccination', 'podcast', 'AstraZeneca', 'PfizerBioNTech']","2",1,3,0,0,0,1,1.5,"AVG","NEU",29
"3096","Steve Schiebel MD CPE FAAP","False",2021-01-10,"Arm hurts a bit when I lift it up! ","['mildarmsoreness', '24hourcheck', 'shot2done', 'COVID19', 'PfizerBioNTech', 'vaccinessavelives']","3",0,0,-0.5255,0,0.298,0.702,0,"LOW","NEG",29
"3097","Hayley Ward","False",2021-01-10,"Covid vaccine number one done today! Hopefully it won’t be too long before they are finished countrywide ","['Covid_19']","1",0,0,0.5093,0.222,0,0.778,0,"LOW","POS",29
"3098","Simon Hodes ⬅️2m➡️ 😷","False",2021-01-10," Thanks. In some ways we are all experts here a… ","","1",0,2,0.4404,0.244,0,0.756,0.5,"LOW","POS",29
"3099","idroftnom","False",2021-01-10," Less of the Hyperbole and more action. Get the army involved and role this out 24/7 with health worke… ","","1",0,0,0,0,0,1,0,"LOW","NEU",29
"3100","Becky 🙋🏽‍♀️🇬🇧","False",2021-01-10,"Just had my vaccination 💉👌🏽💪🏽 Thankyou to all the amazing scientists across the world who have worked tirelessly to… ","","1",0,0,0.873,0.276,0,0.724,0,"LOW","POS",29
"3101","Sentinel 24","False",2021-01-10,"Don't loose customers because of exagerated wait times, use our virtual waiting app. ","['COVID19', 'CovidTesting']","2",3,1,0.2411,0.141,0,0.859,2.5,"AVG","POS",29
"3102","Raliat Onatade, DProf","False",2021-01-10,"New National Protocol for vaccine. What a relief. Thanks to Lead Governance… ","['PfizerBioNTech']","1",7,29,0.7184,0.375,0,0.625,12.5,"HIGH","POS",29
"3103","FactCheckHub","False",2021-01-10," Some media platforms on January 7 reported that a former Vice President of is the firs… ","['FACTCHECK', 'Nigeria']","2",48,47,0,0,0,1,47.75,"HIGH","NEU",29
"3104","Mariana Azevedo G Oliva","False",2021-01-10,"My brother, Dr. Martim, getting his Covid vaccine! 💪💪 ","['PfizerBioNTech']","1",0,12,0,0,0,1,3,"AVG","NEU",29
"3105","Laarni Calonzo","False",2021-01-10,"Thank you ❤️ ","['PfizerBioNTech', 'CovidVaccine']","2",0,4,0.3612,0.455,0,0.545,1,"LOW","POS",29
"3106","Becca","False",2021-01-10,"Delighted with my Vaccine today &lt;3 Cannot wait for my 2nd dose to feel that more bit safer in my place of work.… ","","1",0,1,0.749,0.233,0,0.767,0.25,"LOW","POS",29
"3107","May","False",2021-01-10,"English-Lit: The Possible Side Effects of Pfizer - BioNTech - V... ","['vaccine']","1",0,0,0,0,0,1,0,"LOW","NEU",29
"3108","Prashant Sankaye","False",2021-01-10,"Helping Nation and NHS deliver covid vaccine. Managed to inject lots and lots of eligible individuals. Great effici… ","","1",0,2,0.743,0.283,0,0.717,0.5,"LOW","POS",29
"3109","Timothy Menz, MD","False",2021-01-10," dose ","['CovidVaccine', 'StopTheSpread', 'StartTheHealing', 'PfizerBioNTech', 'PfizerCovidVaccine', 'COVID19vaccine']","3",0,3,0,0,0,1,0.75,"LOW","NEU",29
"3110","The Peninsula Qatar","True",2021-01-10,"Scarce supply, cumbersome paperwork, a lack of and an aged and immobile population are ha… ","['vaccine', 'HealthcareStaff']","2",0,3,-0.3182,0,0.141,0.859,0.75,"LOW","NEG",29
"3111","Chelsea Palmer 💙","False",2021-01-10,"I had my COVID-19 vaccine administered at today. Very efficient &amp; everyone in high spirits, well d… ","","1",2,26,0.6361,0.257,0,0.743,8,"AVG","POS",29
"3112","Maryam","False",2021-01-10,"Happy to have gotten the first dose of the COVID-19 vaccine yesterday!","['PfizerBioNTech']","1",0,5,0.6114,0.266,0,0.734,1.25,"AVG","POS",29
"3113","Mounir Basalus (Ⲃⲁⲥⲓⲗⲓⲟⲥ)","False",2021-01-10," dear dr. I would like to ask about when is the best window to administer the vaccine… ","['PfizerBioNTech']","1",0,0,0.8519,0.399,0,0.601,0,"LOW","POS",29
"3114","Meghana Chalasani, MD","False",2021-01-10,"Ok almost 48 since 2nd dose of Pfizer covid vaccine and I am symptom free. As I said, I only felt really bad for 12… ","","1",0,1,0.1796,0.176,0.121,0.703,0.25,"LOW","POS",29
"3115","Hungary Today","False",2021-01-10,"Katalin Karikó, a biochemist working for the company partnered with to produce one of the first… ","['Biontech', 'Pfizer']","2",2,7,0,0,0,1,3.25,"AVG","NEU",29
"3116","Hilary","False",2021-01-10," My husband and my aunt had their jabs before Christmas, I had mine just aft… ","['PfizerBioNTech']","1",1,1,0,0,0,1,1,"LOW","NEU",29
"3117","Kimberley 💙","False",2021-01-10,"E-learning on a Sunday in case I’m needed to work in the vaccination hub ","['hope', 'PfizerBioNTech']","2",1,16,0,0,0,1,4.75,"AVG","NEU",29
"3118","Premed - EMS 🚑","False",2021-01-19,"I am 42 hours post second dose of the Covid-19 vaccine and I feel fabulous. Some arm soreness and f… ","['PfizerBioNTech']","1",0,0,0.5267,0.152,0,0.848,0,"LOW","POS",38
"3119","ᴛʜᴇʟɪʙᴄᴏᴍᴍɪᴇ シ","False",2021-01-17,"If you get this ""vaccine"", you're an absolute idiot. ","['vaccine', 'mRNA', 'PfizerBioNTech', 'Pfizer', 'depopulation']","3",0,0,-0.5106,0,0.292,0.708,0,"LOW","NEG",36
"3120","Clare O Connor","False",2021-01-15," The WHO says that DJ but said ""There is no data to demonstrate that protection afte… ","['PfizerBioNTech']","1",0,0,-0.4215,0,0.157,0.843,0,"LOW","NEG",34
"3121","Tom Byford🌻","False",2021-01-13,"If you get the chance to take the vaccine I would take it thanks to my colleagues who are doing the… ","","1",1,41,0.5994,0.205,0,0.795,11,"HIGH","POS",32
"3122","rehab_geek","False",2021-01-12,"Just had my first I am now 70% immortal ","['COVIDVaccination', 'COVID19', 'PfizerVaccine', 'PfizerBioNTech', 'Pfizer']","3",0,0,0.25,0.2,0,0.8,0,"LOW","POS",31
"3123","Kirsty Mozolowski-Taylor","False",2021-01-12,"Vaccines and breastfeeding..... Tiny human came with me today when I was vaccinated BECAUSE she is exclusively bre… ","","1",1,19,0,0,0,1,5.5,"AVG","NEU",31
"3124","JARamirez","False",2021-01-12,"Me &amp; my husband completed our vaccinations, hope you will get yours! ","['PfizerBioNTech']","1",0,1,0.4926,0.225,0,0.775,0.25,"LOW","POS",31
"3125","Ｊｅｒｕｓａｌｅｍ 🌹","False",2021-01-12,"Getting vaccinated today. ☺️ ","['PfizerBioNTech']","1",0,18,0.4588,0.429,0,0.571,4.5,"AVG","POS",31
"3126","Rich Macmillan","False",2021-01-12,"All vaccinated! Well, first dose at least. Encourage everyone to get it as soon as available and help defeat this v… ","","1",0,15,0.6588,0.296,0.106,0.599,3.75,"AVG","POS",31
"3127","Coralie","False",2021-01-12,"Never been so excited to get stabbed in the arm 🤗 thank you Wilbur for taking so much care despite being slig… ","","1",0,8,0.8399,0.363,0.088,0.549,2,"AVG","POS",31
"3128","Karthi Suresh","False",2021-01-12,"Managed to dodge through all of 2020 and this morning got the first dose of the vaccine 🥳 ","['covid', 'PfizerBioNTech']","2",0,1,0.3818,0.126,0,0.874,0.25,"LOW","POS",31
"3129","Francis M. O'Donnell","False",2021-01-12," Woefully behind other countries. way ahead; smartly ordered i… ","['Israel', 'PfizerBioNTech']","2",0,0,-0.0516,0.205,0.221,0.574,0,"LOW","NEG",31
"3130","Baber Xeb","False",2021-01-12," is nothing about It’s just the fear spread in order to push vaccinations. It’s about profits for P… ","['COVID19', 'Death']","2",0,0,-0.0772,0.131,0.145,0.724,0,"LOW","NEG",31
"3131","Laura Power💙 #BLM #WearAMask #COVIDvaccinated","False",2021-01-12,"My temp has been doing all sorts of craziness! It went up to 40.5 a couple of times too. It’s now a jolly 38.4 so,… ","","1",0,5,0.2481,0.123,0.089,0.788,1.25,"AVG","POS",31
"3132","The Day Today","False",2021-01-12," vaccines are from --- ? -70C £15 University of and -- fridg… ","['Covid', 'PfizerBioNTech', 'Oxford', 'AstraZeneca']","2",0,0,0,0,0,1,0,"LOW","NEU",31
"3133","Najeeb Ahmed","False",2021-01-12,"Had my first dose of vaccine today at truly impressed to see the arrangements. High prais… ","['PfizerBioNTech']","1",0,1,0.7184,0.3,0,0.7,0.25,"LOW","POS",31
"3134","Anna Elliott","False",2021-01-12,"There isn't enough words to say how grateful I am to have received the first today… ","['COVID19Vaccine', 'PfizerBioNTech']","2",0,4,0.4588,0.167,0,0.833,1,"LOW","POS",31
"3135","Auxipress","False",2021-01-12,"Discover today's front pages of the 🗞📅🧐! ","['BelgianPress', 'MbayeLeye', 'Standard', 'variantecovid', 'Variant', 'DogStudio']","3",2,1,0,0,0,1,1.75,"AVG","NEU",31
"3136","Sarah","False",2021-01-12,"Today is a good day! Sometimes being NHS staff is a good thing..... ","['COVIDVaccination', 'PfizerBioNTech']","2",0,2,0.7263,0.356,0,0.644,0.5,"LOW","POS",31
"3137","Paul Berry","False",2021-01-12,"I feel very privileged, having received the yesterday. To everyone out there, around the world..… ","['COVIDVaccination']","1",0,8,0.4927,0.186,0,0.814,2,"AVG","POS",31
"3138","Lily Lily","False",2021-01-12," Who are you? You used Tiffany her photo in your profile and you have inter… ","['tiffanydover', 'PfizerBioNTech']","2",0,2,0,0,0,1,0.5,"LOW","NEU",31
"3139","TL Sol","False",2021-01-12,"I am puzzled here, which science is it? I didn’t hear her citing anything. Also, is this part of the agreement with… ","","1",0,0,0.3612,0.129,0.068,0.803,0,"LOW","POS",31
"3140","Michelle Dadley","False",2021-01-12," I’m glad you asked about the second jab for the elderly. My 81 year old Nan has been shi… ","","1",0,0,0.4588,0.143,0,0.857,0,"LOW","POS",31
"3141","Scott Ballam","False",2021-01-12,"Had my first Covid-19 vaccine yesterday evening, thanks for the opportunity. Arm a little tender to… ","","1",1,8,0.6908,0.289,0,0.711,2.75,"AVG","POS",31
"3142","Waldorf","False",2021-01-12," could withdraw vaccine supply from Quebec if two-dose schedule not followed: Legault… ","['Pfizer']","1",0,0,0,0,0,1,0,"LOW","NEU",31
"3143","Kanchan Srivastava","True",2021-01-12,"Joe Biden Takes Second Shot Of Vaccine, Opposition Wants PM Modi To Do The Same ","","1",9,26,0,0,0,1,13.25,"HIGH","NEU",31
"3144","Milin Raijada","False",2021-01-12," why pfizer is not getting approved in India ","['wewantpfizer', 'PfizerBioNTech']","2",1,0,-0.3252,0,0.25,0.75,0.75,"LOW","NEG",31
"3145","My Accountant Friend","False",2021-01-12,"We would all happily go to get the vaccine 24 hours a day. Let’s get this over and done with ASAP. Why delay?… ","","1",0,0,0.5574,0.141,0,0.859,0,"LOW","POS",31
"3146","Michael Gbadebo FRSA","False",2021-01-12,"A simple video comparing the 3 vaccines currently available in the UK. The three Covid-19 vaccines are from… ","['covid']","1",0,0,0,0,0,1,0,"LOW","NEU",31
"3147","Simon Hodes ⬅️2m➡️ 😷","False",2021-01-12," Delaying ","['PfizerBioNTech']","1",0,1,0,0,0,1,0.25,"LOW","NEU",31
"3148","Dr. Saddam Khan","False",2021-01-12,"I’ll be more comfortable if it were or . ","['Modernavaccine', 'PfizerBioNTech']","2",0,0,0.5563,0.31,0,0.69,0,"LOW","POS",31
"3149","ALETTAHA💎🤗💜🌞","False",2021-01-12," The Americans said that their vaccine is also for the mutation.","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",31
"3150","Triple D Ashley","False",2021-01-12,"Got that Dash 19 test in the morning. Hella nervous. Cross your fingers I’m negative. ","['COVID19', 'covid2021', 'vibes']","2",0,0,-0.7264,0,0.319,0.681,0,"LOW","NEG",31
"3151","Theresa Yang, MD","False",2021-01-12,"Got my second Covid shot this afternoon and my 3-hr glucose tolerance test was moved up to tomorrow morning... shou… ","","1",0,7,0.296,0.104,0,0.896,1.75,"AVG","POS",31
"3152","Chris Simone, DO MS","False",2021-01-12,"Pics or it didn’t happen. COVID Vaccine Full disclosure the next 24 hours felt like an 18-wheeler but still bet… ","","1",0,10,0.1901,0.084,0,0.916,2.5,"AVG","POS",31
"3153","Malik Y. Kahook, MD","False",2021-01-12,"We hit 1.2mil vaccinations today. Now we have to do that 3x better and keep it up for months. We have the resources… ","","1",1,20,0.4404,0.116,0,0.884,5.75,"AVG","POS",31
"3154","nurse.betty.ratched","False",2021-01-12,"Dose in the arm!!! Feeling thankful and grateful!! Now let’s get moving and get more ppl vaccina… ","['PfizerBioNTech']","1",0,0,0.8544,0.401,0,0.599,0,"LOW","POS",31
"3155","Christina","False",2021-01-12,"I took the pzifer vaccine dose 2 yesterday and today it knocked me off my feet. I feel like I’ve been hit by a Mac… ","","1",2,0,0.3612,0.094,0,0.906,1.5,"AVG","POS",31
"3156","Mohammad K. Hamidi","False",2021-01-12,"Vaccine associated selfie disorder (VASD) 🤷🏼‍♂️🤷🏼‍♂️ 🥸 🦠 🛑 ","['covidstache', 'n95stache', 'PfizerBioNTech']","2",0,26,-0.5994,0,0.189,0.811,6.5,"AVG","NEG",31
"3157","100% that Nurse!","False",2021-01-11,"I got my first dose of the Covid vaccine today! Doing my part to stop the spread so we can move on from this mess.… ","","1",0,2,-0.3595,0,0.094,0.906,0.5,"LOW","NEG",30
"3158","ActivistBowen","False",2021-01-11,"raises production target for this year ('21) to TWO BILLION...(January 11, 2021; 23:25 HKT) ","['coronavirusVACCINE']","1",0,0,0,0,0,1,0,"LOW","NEU",30
"3159","peter","False",2021-01-11,"In the usa thay have no covid anymore the only thing thay have is a virus is there a ","['PfizerBioNTech']","1",2,2,-0.296,0,0.109,0.891,2,"AVG","NEG",30
"3160","Simon Hodes ⬅️2m➡️ 😷","False",2021-01-11," It's very complex If there's a separate rule for HCWs to have their… ","","1",0,2,0,0,0,1,0.5,"LOW","NEU",30
"3161","Richard Rowan","False",2021-01-11," Send National Guard to get more doses of the vaccine or buy directly. Governors stand up to the bull!! T… ","","1",0,0,0,0,0,1,0,"LOW","NEU",30
"3162","Simon Hodes ⬅️2m➡️ 😷","False",2021-01-11,"Latest NHS missive says all boosters are to be delayed until 12 weeks to get as many people 1st dos… ","['PfizerBioNTech']","1",0,10,-0.2263,0,0.091,0.909,2.5,"AVG","NEG",30
"3163","Julia French","False",2021-01-11,"The choice of which vaccine someone takes should be given to the people. Not mandated by government ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",30
"3164","Meg Whitmarsh-Brown","False",2021-01-11,"First dose is in! Thank you to the dedicated scientists who paused their careers to develop this and to all of the… ","","1",3,18,0.6996,0.225,0,0.775,6.75,"AVG","POS",30
"3165","Nathan Ervin","False",2021-01-11,"Received my second dose of the Covid-19 vaccine. I received the vaccine to protect myself, my family, my co-workers… ","","1",0,36,0.3818,0.126,0,0.874,9,"AVG","POS",30
"3166","Joolz","False",2021-01-11,"Today I have had my first dose of the vaccine...forever grateful to the whole team ","['PfizerBioNTech']","1",0,2,0.4588,0.176,0,0.824,0.5,"LOW","POS",30
"3167","Sam Moghtaderi","False",2021-01-11,"Got my Onward to better days. Here’s hoping my clinic day tomorrow is not… ","['GetVaccinatedDC', 'PfizerBioNTech']","2",2,17,0.6908,0.322,0,0.678,5.75,"AVG","POS",30
"3168","Jonny!!","False",2021-01-11,"Done Got mine!!! i only just urge the rest to follow 🙏💉💉💉💉 ","['COVIDVaccination', 'togetherwecanbeatthis', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",30
"3169","Lethoba Tumang Frank","False",2021-01-11,"The prophecy states that everyone will receive the mark of the beast. Without it, you won't be able to buy or sell.… ","","1",2,3,0,0,0,1,2.25,"AVG","NEU",30
"3170","Nadene Ditchfield","False",2021-01-11,"Slick operation down for covid vaccinations. Felt myself quite overwhelmed at the enormity of ha… ","","1",0,1,0.1263,0.096,0,0.904,0.25,"LOW","POS",30
"3171","kambiz mahmoudpour - مسول انجمن آزادی ادیان","False",2021-01-11," Khamenei’s Red Crescent announced a ban on the import of 150,000 ","['PfizerBioNTech', 'vaccines']","2",0,0,-0.5574,0,0.265,0.735,0,"LOW","NEG",30
